C�digo �nico;Nombre del establecimiento;UBIGEO;Direcci�n;C�digo UE;NORTE;ESTE;Capacidad
1221;PUESTO DE SALUD CHALHUANCA;40504;AVENIDA TUPAC AMARU S/N LOCALIDAD CHALHUANCA;1222;-71.31845667;-15.71707333;3028
1222;PUESTO DE SALUD TISCO;40517;CALLE MARIANO MELGAR S/N TISCO;1222;-71.44741167;-15.34712833;2545
1223;PUESTO DE SALUD CAYARANI;40603;PLAZA PRINCIPAL S/N;1222;-72.02119796;-14.67226393;3700
1224;PUESTO DE SALUD CHOCO;40406;CALLE PROGRESO S7N-LOCALIDAD CHOCO;1222;-72.1300498;-15.57690917;3862
1225;PUESTO DE SALUD TOLCONI;40404;AV. JUAN PABLO VIZCARDO Y GUZMAN S/N;1222;-72.07236784;-15.14863191;2116
1226;CENTRO DE SALUD MATARANI;40704;AVENIDA TUPAC AMARU S/N;765;-72.097925;-16.999742;2877
1227;CENTRO DE SALUD ALTO INCLAN;40701;CALLE MARIA PARADO DE BELLIDO 405;765;-72.0048514;-17.02003443;2273
1228;CENTRO DE SALUD COCACHACRA;40702;AVENIDA LIBERTAD S/N;765;-71.76087434;-17.09015739;3319
1229;CENTRO DE SALUD LA PUNTA;40706;CALLE SAN ISIDRO S/N;765;-71.79437936;-17.17201546;2067
1230;PUESTO DE SALUD VILLA LOURDES;40701;AVENIDA EJERCITO S/N;765;-72.016394;-17.012161;3597
1231;PUESTO DE SALUD MEJIA;40705;URB. LA PERLA S/N;765;-71.90655986;-17.10025344;3136
1232;CENTRO DE SALUD LA CURVA;40703;AVENIDA DEAN VALDIVIA S/N;765;-71.82430154;-17.14615428;2415
1233;PUESTO DE SALUD ALTO ENSENADA;40703;CALLE N� 1 S/N;765;-71.84849396;-17.10759782;2276
1234;PUESTO DE SALUD EL ARENAL;40703;CALLE SAN ISIDRO S/N;765;-71.7975025;-17.12073285;2482
1235;PUESTO DE SALUD EL FISCAL;40702;AVIS FISCAL CARRETERA PANAMERICANA S/N;765;-71.70724738;-17.0308336;2864
1236;PUESTO DE SALUD EL TORO;40702;AVIS EL TORO S/N;765;-71.62817115;-16.98579934;3713
1237;PUESTO DE SALUD LA PASCANA;40702;PLAZA PRINCIPAL AVIS LA PASCANA;765;-71.6320486;-16.99746745;2370
1238;PUESTO DE SALUD HUAYNACOTAS;40804;PLAZA PLAZA PRINCIPAL S/N N�MERO S/N DISTRITO HUAYNACOTAS PROVINCIA LA UNION DEPARTAMENTO AREQUIPA ;769;-72.81010943;-15.12766518;3411
1239;CENTRO DE SALUD ALCA;40802;PLAZA PLAZA DE ARMAS 201 DISTRITO ALCA PROVINCIA LA UNION DEPARTAMENTO AREQUIPA ;769;-72.76538227;-15.13400786;3606
1240;PUESTO DE SALUD PUYCA;40806;OTROS PUYCA S/N N�MERO S/N DISTRITO PUYCA PROVINCIA LA UNION DEPARTAMENTO AREQUIPA ;769;-72.692168;-15.05981713;3454
1241;RECUAY;21701;JR. BOLIVAR N� 200 RECUAY;740;-77.453195;-9.72803333;2469
1242;PUESTO DE SALUD COLLAHUASI;21701;OTROS CENTRO POBLADO DE COLLAHUASI S/N N�MERO S/N DISTRITO RECUAY PROVINCIA RECUAY DEPARTAMENTO ANCASH ;740;-77.48586167;-9.671135;3524
1243;PUESTO DE SALUD TICAPAMPA;21710;AVENIDA AV. LOS LIBERTADORES S/N TICAPAMPA N�MERO S/N DISTRITO TICAPAMPA PROVINCIA RECUAY DEPARTAMENTO ANCASH ;740;-77.44356667;-9.75783833;3404
1244;PUESTO DE SALUD CAYAC;21710;AVENIDA AV CAMINOREAL S/N -CP CAYAC N�MERO S/N DISTRITO TICAPAMPA PROVINCIA RECUAY DEPARTAMENTO ANCASH ;740;-77.44094;-9.77226667;2666
1245;CENTRO DE SALUD CATAC;21702;AVENIDA AV. 31 DE MAYO N� 720 DISTRITO CATAC PROVINCIA RECUAY DEPARTAMENTO ANCASH ;740;-77.43171373;-9.80043694;3326
1246;PUESTO DE SALUD COTAPARACO;21703;OTROS COSTADO DEL CEMENTERIO-CPM COTAPARACO S/N N�MERO S/N DISTRITO COTAPARACO PROVINCIA RECUAY DEPARTAMENTO ANCASH ;740;-77.587065;-9.99442833;2774
1247;PUESTO DE SALUD TAPACOCHA;21709;CALLE LOCALIDAD DE TAPACOCHA CALLE 9 DE DICIEMBRE S/N N�MERO S/N DISTRITO TAPACOCHA PROVINCIA RECUAY DEPARTAMENTO ANCASH ;740;-77.57041667;-10.01032333;3095
1248;PUESTO DE SALUD PAMPA DE LAMPAS;20501;OTROS COSTADO DEL COLEGIO S/N-CPM PAMPAS DE LAMPAS N�MERO S/N DISTRITO CHIQUIAN PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.27379667;-10.05847;3851
1249;PUESTO DE SALUD HUAYLLAPAMPA;21704;OTROS CENTRO POBLADO DE HUAYLLAPAMPA DISTRITO HUAYLLAPAMPA PROVINCIA RECUAY DEPARTAMENTO ANCASH ;740;-77.535696;-10.056005;2497
1250;PUESTO DE SALUD MARCA;21706;JIR�N JR. PELIGRO S/N N�MERO S/N DISTRITO MARCA PROVINCIA RECUAY DEPARTAMENTO ANCASH ;740;-77.47465667;-10.089685;3975
1251;PUESTO DE SALUD PAMPAS CHICO;21707;JIR�N JR. PORVENIR S/N PAMPAS CHICO N�MERO S/N DISTRITO PAMPAS CHICO PROVINCIA RECUAY DEPARTAMENTO ANCASH ;740;-77.40082;-10.11545;2087
1252;PUESTO DE SALUD COLCA;20505;CARRETERA CARRETERA PATIVILCA HUARAZ KM. 82 DISTRITO CAJACAY PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.46258667;-10.157385;2283
1253;CENTRO DE SALUD CAJACAY;20505;AVENIDA AV. CAMINO REAL S/N-CP CAYAC N�MERO S/N DISTRITO CAJACAY PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.44037333;-10.156045;3086
1254;PUESTO DE SALUD RAQUIA;20503;OTROS CENTRO POBLADO DE RAQUIA S/N N�MERO S/N DISTRITO ANTONIO RAIMONDI PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.47079833;-10.15755;2365
1255;PUESTO DE SALUD SANTA ROSA;20505;CARRETERA CARRETERA PATIVILCA HUARAZ KM.107 SANTA ROSA DISTRITO CAJACAY PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.33678594;-10.17442227;3216
1256;PUESTO DE SALUD LLACLLIN;21705;JIR�N JR. BOLIVAR S/N N�MERO S/N DISTRITO LLACLLIN PROVINCIA RECUAY DEPARTAMENTO ANCASH ;740;-77.62074823;-10.07042757;2826
1257;PUESTO DE SALUD CHAUCAYAN;21705;OTROS CENTRO POBLADO MENOR DE CHAUCAYAN DISTRITO LLACLLIN PROVINCIA RECUAY DEPARTAMENTO ANCASH ;740;-77.5551312;-10.18545013;3025
1258;PUESTO DE SALUD PARARIN;21708;OTROS CENTRO POBLADO DE PARARIN DISTRITO PARARIN PROVINCIA RECUAY DEPARTAMENTO ANCASH ;740;-77.65569158;-10.05129198;2392
1259;PUESTO DE SALUD CHASQUITAMBO;20507;OTROS CHASQUITAMBO S/N N�MERO S/N DISTRITO COLQUIOC PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.61470167;-10.31299667;2233
1260;PUESTO DE SALUD HUAYLLACAYAN;20510;OTROS HUAYLLACAYAN S/N N�MERO S/N DISTRITO HUAYLLACAYAN PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.43478846;-10.24454143;2617
1261;PUESTO DE SALUD YUMPE;20510;OTROS YUMPE S/N N�MERO S/N DISTRITO HUAYLLACAYAN PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.48123132;-10.25580391;2174
1262;CENTRO DE SALUD CHIQUIAN;20501;AVENIDA AV GUILLERMO BRACALE RAMOS S/N -CHIQUIAN N�MERO S/N DISTRITO CHIQUIAN PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.157115;-10.14750333;2468
1263;PUESTO DE SALUD AQUIA;20504;JIR�N JR. SIMON BOLIVAR SN DISTRITO AQUIA PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.14540093;-10.0752737;3649
1264;PUESTO DE SALUD RACRACHACA;20504;CARRETERA CARRETERA PRINCIPAL SN DISTRITO AQUIA PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.13074167;-10.04400667;2007
1265;PUESTO DE SALUD PACHAPAQUI;20504;AVENIDA AV. EL PROGRESO SN DISTRITO AQUIA PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.09675504;-9.95999745;2450
1266;PUESTO DE SALUD HUASTA;20509;OTROS HUASTA SN DISTRITO HUASTA PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.14806717;-10.12613028;3626
1267;PUESTO DE SALUD QUERO;20509;AVENIDA AV. EL PROGRESO SN DISTRITO HUASTA PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.06001475;-10.14932164;2609
1268;PUESTO DE SALUD PACLLON;20513;JIR�N JR. HUANUCO SN DISTRITO PACLLON PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.08122102;-10.21522866;3765
1269;PUESTO DE SALUD LLAMAC;20513;AVENIDA AV. BOLOGNESI SN DISTRITO PACLLON PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.03093257;-10.19725784;3394
1270;PUESTO DE SALUD LLACLLA;20502;JIR�N JR BOLIVAR S/N N�MERO S/N DISTRITO ABELARDO PARDO LEZAMETA PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.14530535;-10.30232941;3117
1271;PUESTO DE SALUD GORGORILLO;20511;CALLE CALLE JORGE CHVEZ N�175 DISTRITO LA PRIMAVERA PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.12589238;-10.33608859;3913
1272;PUESTO DE SALUD MANGAS;20512;PASAJE PASAJE TAURIPAN S/N N�MERO S/N DISTRITO MANGAS PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.10360623;-10.36741579;3373
1273;PUESTO DE SALUD CORPANQUI;20514;JIR�N JR BOLIVAR S/N N�MERO S/N DISTRITO SAN MIGUEL DE CORPANQUI PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.19839948;-10.28517152;2414
1274;PUESTO DE SALUD TICLLOS;20515;CALLE CALLE SUCRE S/N N�MERO S/N DISTRITO TICLLOS PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-77.19035274;-10.25279722;3048
1275;CENTRO DE SALUD HUALLANCA;20508;AVENIDA AV CENTRAL S/N N�MERO S/N DISTRITO HUALLANCA PROVINCIA BOLOGNESI DEPARTAMENTO ANCASH ;740;-76.942865;-9.89725167;2777
1276;CENTRO DE SALUD AIJA;20201;JIR�N JR. SANTIAGO ANTUNEZ DE MAYOLO S/N N�MERO S/N DISTRITO AIJA PROVINCIA AIJA DEPARTAMENTO ANCASH ;740;-77.60884667;-9.779475;2850
1277;PUESTO DE SALUD CORIS;20202;PLAZA PLAZA DE ARMAS S/N- DISTRITO DE CORIS N�MERO S/N DISTRITO CORIS PROVINCIA AIJA DEPARTAMENTO ANCASH ;740;-77.71657833;-9.82326333;2447
1278;PUESTO DE SALUD  QUISHUAR;20202;OTROS CAMINO DE HERRADURA QUISHUAR S/N N�MERO S/N DISTRITO CORIS PROVINCIA AIJA DEPARTAMENTO ANCASH ;740;-77.78839333;-9.78749333;3394
1279;SAN DAMIAN;20202;PLAZA PLAZA DE SAN DAMI�N S/N N�MERO S/N DISTRITO CORIS PROVINCIA AIJA DEPARTAMENTO ANCASH ;740;-77.77097333;-9.88403;3366
1280;PUESTO DE SALUD HUACLLAN;20203;AVENIDA AV PROGRESO S/N  - HUACLLAN N�MERO S/N DISTRITO HUACLLAN PROVINCIA AIJA DEPARTAMENTO ANCASH ;740;-77.67425333;-9.79858;2702
1281;PUESTO DE SALUD LA MERCED;20204;OTROS DISTRITO DE LA MERCED S/N N�MERO S/N DISTRITO LA MERCED PROVINCIA AIJA DEPARTAMENTO ANCASH ;740;-77.61464833;-9.73497333;2131
1282;PUESTO DE SALUD SANTA  CRUZ;20204;OTROS CAMINO DE HERRADURA  S/N N�MERO S/N DISTRITO LA MERCED PROVINCIA AIJA DEPARTAMENTO ANCASH ;740;-77.59309667;-9.698805;2595
1283;PUESTO DE SALUD SUCCHA;20205;JIR�N JR. LA UNION S/N N�MERO S/N DISTRITO SUCCHA PROVINCIA AIJA DEPARTAMENTO ANCASH ;740;-77.64769667;-9.82304;2439
1284;CARHUAZ;20601;JR. UNION S/N CARHUAZ;740;-77.6493849;-9.27748394;3506
1285;PUESTO DE SALUD MAYA;20601;CARRETERA CARRETERA CARHUAZ-MAYA S/N N�MERO S/N DISTRITO CARHUAZ PROVINCIA CARHUAZ DEPARTAMENTO ANCASH ;740;-77.66674404;-9.27741409;3737
1286;PUESTO DE SALUD TAURIPAMPA;20601;CARRETERA CARRETERA ANTA - TAURIPAMPA S/N N�MERO S/N DISTRITO CARHUAZ PROVINCIA CARHUAZ DEPARTAMENTO ANCASH ;740;-77.67693868;-9.32132475;2379
1287;PUESTO DE SALUD RAMPAC GRANDE;20601;CARRETERA CARRETERA ACOPAMPA -RAMPAC GRANDE S/N N�MERO S/N DISTRITO CARHUAZ PROVINCIA CARHUAZ DEPARTAMENTO ANCASH ;740;-77.64248572;-9.30291023;3227
1288;PUESTO DE SALUD PARIACACA;20601;OTROS BARRIO NUEVO S/N-CASER�O DE PARIACACA N�MERO S/N DISTRITO CARHUAZ PROVINCIA CARHUAZ DEPARTAMENTO ANCASH ;740;-77.60584364;-9.25456235;2204
1289;CENTRO DE SALUD ACOPAMPA;20602;AVENIDA AV. BELLAVISTA S/N N�MERO S/N DISTRITO ACOPAMPA PROVINCIA CARHUAZ DEPARTAMENTO ANCASH ;740;-77.62816;-9.29070333;3942
1290;PUESTO DE SALUD ATAQUERO;20605;PLAZA PLAZA DE ARMAS S/N ATAQUERO N�MERO S/N DISTRITO ATAQUERO PROVINCIA CARHUAZ DEPARTAMENTO ANCASH ;740;-77.70701;-9.259625;3464
1291;PUESTO DE SALUD TINCO;20610;OTROS BARRIO DE QUILLASH S/N N�MERO S/N DISTRITO TINCO PROVINCIA CARHUAZ DEPARTAMENTO ANCASH ;740;-77.67996167;-9.26969667;3274
1292;AMASHCA;20603;JR. JOSE CARLOS MARIATEGUI N�S/N AMASHCA;740;-77.648365;-9.24044167;3390
1293;PUNYAN;20603;SECTOR CANTU S/N PUNYAN;740;-77.63665719;-9.20677671;3576
1294;SHILLA;20609;CARRETERA CARHUAZ � SHILLA S/N;740;-77.627685;-9.23735;3357
1295;HUAYPAN;22003;CARRETERA SHILLA- HUAYPAN S/N;740;-77.61808167;-9.21096833;3140
1296;CENTRO DE SALUD YUNGAR;20611;AVENIDA AV. FLOR DE YUNGAR 484 DISTRITO YUNGAR PROVINCIA CARHUAZ DEPARTAMENTO ANCASH ;740;-77.59065;-9.37949333;3234
1297;POYOR;20611;CARRETERIA VIA YUMNGAR -PAMPAC KM 7 S/N;740;-77.61597182;-9.39668767;2171
1298;SANTA ROSA;20611;JR. MANCO CAPAC N� 130- SANTA ROSA;740;-77.60767086;-9.38934509;2866
1299;TRIGOPAMPA;20611;CARRETERA YUNGAR- TRIGOPAMPA S/N;740;-77.60319365;-9.38441423;2395
1300;CENTRO DE SALUD MARCARA;20606;AVENIDA AV. AUGUSTO B. LEGUI S/N N�MERO S/N DISTRITO MARCARA PROVINCIA CARHUAZ DEPARTAMENTO ANCASH ;740;-77.60247833;-9.32649333;2414
1301;HOSPITAL MAMA ASHU CHACAS;20401;AV. SAN MARTIN S/N;740;-77.36815658;-9.16379089;3171
1302;ACOCHACA;20402;PLAZA DE ARMAS DE ACOCHACA S/N;740;-77.36837833;-9.12169167;2836
1303;SAPCHA;20402;PLAZA DEL CENTRO POBLADO SAPCH� S/N;740;-77.38990734;-9.07647236;3895
1304;PUESTO DE SALUD MACASHCA;20101;OTROS CASERIO DE MACASHCA DISTRITO HUARAZ PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.49673333;-9.56507333;2063
1305;PUESTO DE SALUD HUALLCOR;20101;OTROS CENTRO POBLADO DE HAULLCOR DISTRITO HUARAZ PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.49385167;-9.60071833;2621
1306;PUESTO DE SALUD SAN NICOLAS;20101;AVENIDA AV. AUGUSTO B. LEGUI S/N N�MERO S/N DISTRITO HUARAZ PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.51508167;-9.59364833;3168
1307;PUESTO DE SALUD YANACOSHCA;20101;OTROS CASERIO DE YANACOSHCA DISTRITO HUARAZ PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.50655667;-9.58064667;3509
1308;PUESTO DE SALUD SANTA CATALINA;20101;OTROS CASERIO DE SANTA CATALINA DISTRITO HUARAZ PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.50606667;-9.64029333;2986
1309;PUESTO DE SALUD HUAMARIN;20101;OTROS CESERIO DE HUAMARIN DISTRITO HUARAZ PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.51248;-9.61529;2582
1310;PUESTO DE SALUD MASHUAN;20108;OTROS CASERIO DE MASHHUAN DISTRITO OLLEROS PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.49887;-9.62775;2438
1311;PUESTO DE SALUD OLLEROS;20108;AVENIDA AV DAGOBERTO CACERES S/N N�MERO S/N DISTRITO OLLEROS PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.461795;-9.666145;3628
1312;PUESTO DE SALUD LLOCLLA;20108;OTROS CASERIO DE LLOCLLA DISTRITO OLLEROS PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.47595833;-9.631615;3073
1313;PUESTO DE SALUD HUARIPAMPA;20108;JIR�N JR. BOLOGNES S/N N�MERO S/N DISTRITO OLLEROS PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.46980333;-9.66205667;2042
1314;PUESTO DE SALUD ICHOCA;20101;AVENIDA AV. LAS FLORES SN DISTRITO HUARAZ PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.50461682;-9.53097793;2762
1315;PUESTO DE SALUD COYLLUR;20101;OTROS SECTOR TUNYA S/N -CPM DE COYLLUR N�MERO S/N DISTRITO HUARAZ PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.49029578;-9.52471113;2842
1316;CENTRO DE SALUD NICRUPAMPA;20105;OTROS LAS FLORES S/NNICRUPAMPA N�MERO S/N DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.52403203;-9.52074004;2405
1317;PUESTO DE SALUD HUANCHAC;20105;OTROS LOCALIDA DE HUANCHAC S/N N�MERO S/N DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.51391333;-9.50785833;3396
1318;PUESTO DE SALUD MARIAN;20105;AVENIDA AV. ATUSPARIA S/N �CPM DE MARIAN N�MERO S/N DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.50357635;-9.51351097;3988
1319;PUESTO DE SALUD UNCHUS;20105;OTROS CENTRO POBLADO DE UNCHUS S/N N�MERO S/N DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.49826549;-9.52293644;3480
1320;PUESTO DE SALUD LLUPA;20105;OTROS CENTRO POBLADO LLUPA DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.47858646;-9.51826997;3963
1321;CENTRO DE SALUD HUARUPAMPA;20101;AVENIDA AV. RAIMONDI 5TA DRA S/N N�MERO S/N DISTRITO HUARAZ PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.53026167;-9.525825;3488
1322;PUESTO DE SALUD ATIPAYAN;20105;OTROS CENTRO POBLADO DE ATIPAYAN DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.56404663;-9.53663282;3656
1323;PUESTO DE SALUD HUAYAWILLCA;20105;OTROS CENTRO POBLADO DE HUAYAWIILCA DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.59329406;-9.54705138;3482
1324;PUESTO DE SALUD QUENUAYOC;20105;OTROS CENTRO POBLADO DE QUENUAYOC DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.55438313;-9.52509014;2130
1325;PUESTO DE SALUD SHECTA;20105;OTROS CENTRO POBLAADO DE SECHTA DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.57355471;-9.49382905;2047
1326;PUESTO DE SALUD MARCAC;20105;OTROS LOCALIDAD DE MARCAC DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.53974506;-9.48390608;2265
1327;PUESTO DE SALUD CURHUAZ;20105;OTROS CASERIO DE CURHUAZ S/N N�MERO S/N DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.52347364;-9.49636239;3356
1328;PUESTO DE SALUD PARIA;20105;OTROS CENTRO POBLADO DE PARIA S/N N�MERO S/N DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.51712041;-9.48994162;2319
1329;CENTRO DE SALUD MONTERREY;20105;AVENIDA AV. CORDILLERA BLANCA S/N N�MERO S/N DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.53840629;-9.47453774;2915
1330;PUESTO DE SALUD CHONTAYOC;20105;OTROS CENTRO POBLADO DE CHONTAYOC DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.54769711;-9.45704955;2513
1331;CHAVIN;20105;OTROS CENTRO POBLADO MENOR DE CHAVIN DISTRITO INDEPENDENCIA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.53679279;-9.43361632;3409
1332;PUESTO DE SALUD TARICA;20112;JIR�N JR. AMARGURAS S/N N�MERO S/N DISTRITO TARICA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.574915;-9.39303833;3642
1333;PUESTO DE SALUD PALTAY;20112;PLAZA PLAZA DE PALTAY S/N CASERIO DE PALTAY N�MERO S/N DISTRITO TARICA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.56745667;-9.40975167;3659
1334;CENTRO DE SALUD JANGAS;20106;JIR�N JR. SAN JOSE S/N N�MERO S/N DISTRITO JANGAS PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.57684667;-9.40062833;2161
1335;PUESTO DE SALUD CAJAMARQUILLA;20107;AVENIDA AV. MIGUEL GRAU S/N N�MERO S/N DISTRITO LA LIBERTAD PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.74258505;-9.632983;2143
1336;PUESTO DE SALUD PAMPAS GRANDE;20109;CARRETERA CARRETERA HUARAZ-PAMPAS GRANDE S/N N�MERO S/N DISTRITO PAMPAS GRANDE PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.82789011;-9.6572729;2545
1337;PUESTO DE SALUD PIRA;20111;CARRETERA CARRETERA A PIRA S/N N�MERO S/N DISTRITO PIRA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.70388639;-9.58302603;3907
1338;PUESTO DE SALUD YUPASH;20111;CARRETERA CARRETERA YUPASH-PIRA S/N N�MERO S/N DISTRITO PIRA PROVINCIA HUARAZ DEPARTAMENTO ANCASH ;740;-77.68761613;-9.5596792;3183
1339;HOSPITAL DE APOYO CARAZ;21201;AVENIDA AV. 9 DE OCTUBRE S/N - CARAZ N�MERO S/N DISTRITO CARAZ PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.80641228;-9.04451173;3371
1340;PUESTO DE SALUD PAVAS;21201;OTROS CENTRO POBLADO DE PAVAS S/N N�MERO S/N DISTRITO CARAZ PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.84249667;-9.06275833;3640
1341;PUESTO DE SALUD LLACSHU;21201;OTROS LOCALIDAD DE LLACSHU S/N N�MERO S/N DISTRITO CARAZ PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.75126333;-9.05032167;2107
1342;PUESTO DE SALUD YURACOTO;21201;OTROS BARRIO DE YURACOTO S/N N�MERO S/N DISTRITO CARAZ PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.82047167;-9.01609167;3965
1343;PUESTO DE SALUD COCHAMARCA;21201;OTROS CASERIO DE COCHAMARCA S/N N�MERO S/N DISTRITO CARAZ PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.800445;-8.99097833;3669
1344;PUESTO DE SALUD HUAUYA;21201;OTROS CENTRO POBLADO HUAUYA S/N N�MERO S/N DISTRITO CARAZ PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.77618167;-9.03105;3875
1345;PUESTO DE SALUD PAMPACOCHA;21201;OTROS CASERIO PAMPACOCHA DISTRITO CARAZ PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.78162;-8.99916;2873
1346;PUESTO DE SALUD SANTA CRUZ;21208;OTROS CENTRO POBLADO DE TZACTZA DISTRITO SANTA CRUZ PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.79613833;-8.96532833;3823
1347;CENTRO DE SALUD HUARIPAMPA;21208;AVENIDA AV. SANTA CRUZ S/N HUARIPAMPA N�MERO S/N DISTRITO SANTA CRUZ PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.81433333;-8.95191167;3820
1348;CENTRO DE SALUD HUALLANCA;21202;CALLE CALLE SANTA ROSA S/N N�MERO S/N DISTRITO HUALLANCA PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.86285972;-8.81889394;2101
1349;PUESTO DE SALUD CALLHUASH;21202;OTROS LOCALIDAD DE CALLHUASH DISTRITO HUALLANCA PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.98351833;-8.723155;3491
1350;PUESTO DE SALUD COLCAP;21202;OTROS CASERIO COLCAP S/N N�MERO S/N DISTRITO HUALLANCA PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.95995333;-8.752385;3214
1351;PUESTO DE SALUD YURACMARCA;21210;OTROS DISTRITO DE YURAMARCA S/N N�MERO S/N DISTRITO YURACMARCA PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.89925167;-8.7448;2897
1352;PUESTO DE SALUD SANTA ROSA;21210;OTROS SANTA ROSA DISTRITO YURACMARCA PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.88945525;-8.73453744;2421
1353;PUESTO DE SALUD QUITARACZA;21210;OTROS LOCALIDAD DE SANTA ROSA DE QUITARACZA DISTRITO YURACMARCA PROVINCIA HUAYLAS DEPARTAMENTO ANCASH ;744;-77.74413013;-8.7753741;2782
1354;PUESTO DE SALUD YANAC;20906;CALLE LOCALIDAD DE YANAC CALLE DANIEL ALCIDES CARRION S/N N�MERO S/N DISTRITO YANAC PROVINCIA CORONGO DEPARTAMENTO ANCASH ;744;-77.86459898;-8.61843156;3303
